workbench_id,row_id,source_pool,original_review_status,original_tier,company,category,location_or_country,booth,website,email,phone_whatsapp,product_packaging_signal,huasue_route,recommended_angle,risk_to_check,first_action,kevin_feedback_notes,source_link,source_notes
WB103,M038,old_master_233,未审核-AI预筛,T2 AI_prescreen,Sinyang Plastic,peer_manufacturer,Malaysia,,https://sinyangplastic.com/oem-products/,,,OEM products and plastic injection moulding services,B/T first; A/K optional,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB104,M030,old_master_233,已审核,T2,Skinny Bakers Group Sdn Bhd,bakery; food_direct_customer / bakery_cookie_gift / cookies / corporate_gifting / OEM_private_label,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/ / https://theskinnybakers.com/,admin@theskinnybakers.com,+60175003216 / website/linkedin/instagram/whatsapp,bakery products / PET jars for cookies/gifts; PET transparent boxes for event favours; seasonal packs,T/J first; F/E optional,"clear bakery containers, paper bags, cake boxes / PET jars for cookies/gifts; PET transparent boxes for event favours; seasonal packs",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough. / WhatsApp first; email admin; LinkedIn founder if no reply / WhatsApp first; email admin; LinkedIn founder/social route if no reply / Review and send Gmail draft r-7056414748667318269; then WhatsApp +60175003216 / founder route / Submit Wholesale & Private Label Enquiries form normally; use hCaptcha if shown; then WhatsApp +60175003216 if no reply.,Soft pouch/paper box common; keep but lower.,,"FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries. / Cookie/gifting fit; founder-led route stronger than procurement route. / Draft created: draft_id=r-7056414748667318269; message_id=19f2bfef6aaf4cf4. Attachments: F PET jars, E PET boxes. / Homepage contact form info prepared. Use Wholesale & Private Label Enquiries, not Career & Internship. Product angle corrected: T/J first, F/E secondary."
WB105,M046,old_master_233,已审核,T2-T3,TCL Food Industries Sdn Bhd,F&B distributor/supplier / snack_confectionery,Klang Selangor Malaysia,,https://www.tclfood.com.my/,sales@tclfoods.com.my,,"confectionery, candy, biscuit, food supplier",T/J first; F/E optional,Distributor partnership for packaging or food brand packaging needs,,Email sent from Gmail draft r-4581261754366325; phone follow-up if no reply,"Large group, possible opportunity but uncertain.",,"Gmail draft created. Angle: PET jars, clear shelf-display containers and retail promotion packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
WB106,M032,old_master_233,已审核,T2,Tealive Malaysia,beverage chain; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,beverage/franchise chain,Supply-chain outsourcing; not HUASUE-only,"paper cups, cup carriers, nonwoven bags, branded takeaway bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,"Cup lids, paper cups, milk-tea cups, nonwoven bags, paper bags.",,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB107,M047,old_master_233,已审核,T2-T3,ZUS Coffee,cafe chain; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,large Malaysia cafe chain,F/E first; T/J optional,"paper cups, cup lids, takeaway paper bags, nonwoven event bags, dessert/bakery packaging",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,"Coffee-chain consumables: lids, cups, nonwoven/paper bags.",,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB108,N086,new_nonduplicate_90,未审核-新候选,T2,AHMED FOODS (PRIVATE) LIMITED,packaged food exhibitor,PAKISTAN,4Q281 HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB109,N063,new_nonduplicate_90,未审核-新候选,T2,AKTUNA GIDA URUNLERI ISL. TUR. NAK. IHR. VE ITH. LTD.,packaged food exhibitor,TURKIYE,2D064 HALL 2,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB110,N064,new_nonduplicate_90,未审核-新候选,T2,APRICHEM GIDA PAZ SAN TIC LTD STI,packaged food exhibitor,TURKIYE,2E081 HALL 2,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB111,N071,new_nonduplicate_90,未审核-新候选,T2,AYA REAL FOOD SDN BHD,packaged food exhibitor,MALAYSIA,"3L199, 3L200, 3L201, 3L202 HALL 3",,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB112,N069,new_nonduplicate_90,未审核-新候选,T2,BS FITNESS NUTRITION (M) SDN BHD,nuts / snack foods exhibitor,MALAYSIA,2E073F HALL 2,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"F PET jars, T PP tubs, E clear gift boxes for nuts/snack products.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB113,N072,new_nonduplicate_90,未审核-新候选,T2,BTC FOODS SDN BHD,packaged food exhibitor,MALAYSIA,3H145 HALL 3,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB114,N061,new_nonduplicate_90,未审核-新候选,T2,CLASSIC FINE FOODS SDN BHD,packaged food exhibitor,MALAYSIA,1F074 HALL 1,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB115,N065,new_nonduplicate_90,未审核-新候选,T2,DOST GIDA SANAYI VE TICARET ANONIM SIRKETI,packaged food exhibitor,TURKIYE,2E082 HALL 2,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
