priority_action,final_tier,company,sources,route_included,route_area,route_seq,size_class,customer_type,fit_product,phone,email,website,maps,address,has_maps,has_phone,has_email,open_status,distance_km,review_status,contact_status,followup_status,gmail_draft_id,next_action,risk,notes,photo_paths,entity_key,tier_group,country_scope,channel_track,data_confidence,last_updated
Route now,T0,SOHO Food Industries Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,巧克力/糖果/甜品制造,Possible snack/cookie rigid-pack opportunity.,,,,,,No,No,No,,,Pending review,Not contacted,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Potential direct food manufacturing route. / Risk: Need official website and contact; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,sohofoodindustries,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0/T1,Solid Taste Food Manufacturing Sdn. Bhd.,31中大型路线池; Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,Yes,A2 Shah Alam / Subang / Klang; A2 Shah Alam / Subang / Klang central line,2,Medium/Large target,甜品原料/椰果/布丁,PP桶/T系列、小防盗桶；现有圆桶可替换,010-907 4337,,,https://www.google.com/maps/place/Solid+Taste+Food+Manufacturing+Sdn.+Bhd./data=!4m7!3m6!1s0x31cc36024ae69a35:0x2d8ddb032230c7d3!8m2!3d3.1792418!4d101.5327488!16s%2Fg%2F1tfkyq0k!19sChIJNZrmSgI2zDER08cwIgPbjS0?authuser=0&hl=zh-CN&rclk=1,"食品制造商 · 6, Jalan Utarid U5/15",Yes,Yes,No,周一跑 周一09:00,4.5,Google Maps screened,Not contacted,Not started,,确认桶装规格、月用量、是否可看样品,,"company/factory/channel; named target; company/factory/channel signal; named medium-large candidate; 3.8(5); jelly pudding manufacturer Shah Alam Malaysia; 新地图线索; Solid Taste Food Manufacturing Sdn. Bhd.; 食品制造商 · 6, Jalan Utarid U5/15; 已结束营业 · 开始营业时间：周一09:00 · 010-907 4337; ; 网站; ; 路线; 送货",,solidtastefoodmanufacturing,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0,Streetpaw,160 T0/T1整合池; 2026-07-18 consolidated master; 2026-07-09 pet packaging pool; 2026-07-12 offsite visit pool,Yes,,,"BURO says Streetpaw has Roast & Grilled, Chunks in Stew, and premium bone broth.",Single-ingredient dog treats and bone broth,T/J tubs for toppers/chews; PET jars for premium treats,,,https://streetpaw.com/,,"Petaling Jaya, Malaysia",No,No,No,,,Pending review,Contact website/Shopee; ask if they plan jar/tub line for toppers.,Not started,,Contact website/Shopee; ask if they plan jar/tub line for toppers.,,Brand already sells premium treats and has physical address; easy to sample with image analogy.; Single-ingredient treats/toppers often pouch; broth less tub-fit but toppers fit.; new; NO_KNOWN_BOOTH / 展会外处理; Contact website/Shopee; ask if they plan jar/tub line for toppers.,,streetpaw,T0,Malaysia / event-discovered; Malaysia,pet_packaging; rigid_food_packaging,High,2026-07-21
Route now,T0/T1,Sun Thai Food / Sun Center Kitchen,160 T0/T1整合池; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,外卖热汤/麻辣烫/火锅/餐饮连锁,Check-valve tom yum soup packaging; hot curry/soup bowl,,,https://www.sunthaifood.co/aboutus,,,No,No,No,,,Pending review,Contact central kitchen; ask operations/procurement,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Official page mentions halal central kitchen and delivery via GrabFood/ShopeeFood/foodpanda; tom yum soup category.; NO_KNOWN_BOOTH / 展会外处理; Contact central kitchen; ask operations/procurement,,sunthaifoodsuncenterkitchen,T0,Malaysia / event-discovered; Malaysia,hot_soup_valve,Medium,2026-07-21
Route now,T0/T1,SUPAW Food,160 T0/T1整合池; 2026-07-18 consolidated master; 2026-07-09 pet packaging pool; 2026-07-12 offsite visit pool,Yes,,,BURO says Johor-based brand; gently-cooked dog food and treats with proteins and superfood ingredients.,Fresh/gently-cooked dog food and treats,T/J tubs for treats; PP trays if meal direction expands,,,https://supawfood.my/,,"Johor, Malaysia",No,No,No,,,Pending review,Verify if they use shelf-stable treats; contact for packaging development.,Not started,,Verify if they use shelf-stable treats; contact for packaging development.,,Johor route possibility; premium pet food brand.; Fresh food may use meal trays; treats can use tubs.; new; NO_KNOWN_BOOTH / 展会外处理; Verify if they use shelf-stable treats; contact for packaging development.,,supawfood,T0,Malaysia / event-discovered; Malaysia,pet_packaging; rigid_food_packaging,Medium,2026-07-21
Route now,T0/T1,Sweet Sphere,31中大型路线池; Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,Yes,A5 Seri Kembangan / Bangi / Kajang; A5 Seri Kembangan / Bangi / Kajang south line,1,Maybe medium - phone verify,糖果/零食/甜品,T/J系列、PET罐/盒；部分糖果可用透明展示包装,013-747 7473,,,https://www.google.com/maps/place/Sweet+Sphere/data=!4m7!3m6!1s0x31cc4be28a07142f:0xa5aafe694e156bdf!8m2!3d3.0630148!4d101.6662172!16s%2Fg%2F11ys6_cghy!19sChIJLxQHiuJLzDER32sVTmn-qqU?authuser=0&hl=zh-CN&rclk=1,"制造商 · Condo, 9-0-2 Bukit Oug",Yes,Yes,No,周一跑 周一10:00,18.0,Google Maps screened,Not contacted,Not started,,问是否有罐装/桶装/礼盒 SKU 和采购负责人,,"company/factory/channel; company/factory/channel signal; 5.0(3); jelly pudding manufacturer Kuala Lumpur Malaysia; 新地图线索; Sweet Sphere; 制造商 · Condo, 9-0-2 Bukit Oug; 已结束营业 · 开始营业时间：周一10:00 · 013-747 7473",,sweetsphere,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0,Tatawa Industries (M) Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,烘焙/饼干/曲奇/糕点,"Cookie and pastry snack packs fit tubs, tamper-evident boxes, gift/display packs.",,,https://www.tatawa.com.my/,,,No,No,No,,,Pending review,Not contacted,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Direct cookie/snack brand; likely export and festive pack route. / Risk: Need buyer email; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,tatawaindustries,T0,Malaysia / event-discovered; Malaysia,research_only,Medium,2026-07-21
Develop contact,T0,Tealive / Loob Group,2026-07-12 Malaysia F&B chain pool,No,,,Loob prospectus: 831 Tealive stores in Malaysia,咖啡奶茶/饮品连锁,paper cups; plastic cups; cup lids; straws; carrier bags; paper bags; nonwoven bags; RTD secondary packaging,,,https://loob.com.my/,,,No,No,No,,,待找总部采购联系人,Not contacted,Not started,,Build Loob group account file; approach Tealive and Bask Bear under one group,,Target Loob central procurement; Tealive scale is the biggest local tea-shop route; Very High; Prospectus source says 831 Tealive stores,,tealiveloobgroup,T0,Malaysia,research_only,Medium,2026-07-21
Route now,T0,The Cookies Factory Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,烘焙/饼干/曲奇/糕点,"Cookies/biscuits are direct fit for tubs, tamper-evident boxes and festive/gift display packaging.",+6012 722... WhatsApp from public social snippet,,https://thecookiesfactory.com/,,,No,Yes,No,,,Pending review,Not contacted,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Official site says premier cookies and biscuit manufacturer in Johor; over 25 years experience. / Risk: Need full email; WhatsApp visible in social snippet needs verification; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,thecookiesfactory,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0/T1,The Dessert Factory Sdn Bhd / The Dessert Empire,160 T0/T1整合池; 233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-20 field visit plan; 2026-07-12 offsite visit pool,Yes,2026-07-20 field route,6,Field-verified target,food_sweet_expanded | 巧克力/糖果/甜品制造,"frozen desserts and ice cream OEM; F/E first; T/J optional; frozen dessert cups, PP tubs, clear dessert cups, retail frozen dessert packs; PP甜品桶、冰淇淋桶、PET透明甜品盒。",+60 113 614 9847; +60 113 614 9847 / +603 5161 7616,sales_msia@thedessertempire.com; info@thedessertempire.com,https://thedessertempire.com/contact,https://www.google.com/maps/search/?api=1&query=No.12%2C%20Jalan%20Palam%2034/18a%2C%20Taman%20Perindustrian%20Pak%20Chun%2C%2040470%20Shah%20Alam%2C%20Selangor%2C%20Malaysia,"Shah Alam Selangor; No.12, Jalan Palam 34/18a, Taman Perindustrian Pak Chun, 40470 Shah Alam, Selangor, Malaysia",Yes,Yes,Yes,,,Field reviewed,drafted_not_sent | 草稿待发送,drafted_not_sent,,Review/send Gmail draft r5100666088716053830; then follow up by WhatsApp/phone where available | Review/send Gmail draft r5100666088716053830; then follow up by WhatsApp/phone where available | Kevin review/send; then phone/WhatsApp follow-up,,"More aligned than the above prepared/sauce leads.; Third batch food/sweet focus. Category: frozen dessert OEM. Angle: frozen dessert cups, PP tubs, clear dessert cups, retail frozen dessert packs. Website added in signature.; Third batch Gmail draft created, not sent in recorded summary; I reviewed your dessert and OEM direction. We can bring PP dessert tubs and PET clear dessert packaging samples for your team to review.; NO_KNOWN_BOOTH / 展会外处理; 草稿待发送; 2026-07-04",,thedessertfactorythedessertempire,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,High,2026-07-21
Route now,T0,Torto Food Industries (M) Sdn Bhd,160 T0/T1整合池; 233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,North Penang / Kedah,,"Bukit Mertajam, Penang",bakery_biscuit_cookie | 烘焙/饼干/曲奇/糕点,"Wafer rolls, cookies, transparent PET box, cookie jar, anti-breakage tray; T/J first; F/E optional; Wafer roll and cookie packaging: anti-breakage inner tray, clear display box, festive gift pack",+604-501 7501,info@tortofood.com,https://tortofood.com/contact-us/,https://www.google.com/maps/search/?api=1&query=Plot%20105%2C%20MK%2011%2C%20Lorong%20Perusahaan%20Utama%201%2C%20Kawasan%20Perindustrian%20Bukit%20Tengah%2C%2014000%20Bukit%20Mertajam%2C%20Penang%2C%20Malaysia,"Plot 105, MK 11, Lorong Perusahaan Utama 1, Kawasan Perindustrian Bukit Tengah, 14000 Bukit Mertajam, Pulau Pinang, Malaysia; Plot 105, MK 11, Lorong Perusahaan Utama 1, Kawasan Perindustrian Bukit Tengah, 14000 Bukit Mertajam, Penang, Malaysia",Yes,Yes,Yes,,,Pending review,Not contacted,Not started,,Email sent from Gmail draft r7809505707678354741; then WhatsApp light follow-up if no reply | Email sent from Gmail draft r7809505707678354741; then WhatsApp light follow-up if no reply | 电话/WhatsApp/LinkedIn 跟进，询问 packaging/purchasing PIC,,"Kevin knows owner; asked for 2L bucket sample, but mold not ready. Direct company visit recommended.; Gmail draft created. Angle: wafer roll anti-breakage trays, clear PET display boxes and festive packs. WhatsApp 60124001539 available. User confirmed all first-batch drafts were sent on 2026-07-03.; Kevin confirmed first batch sent on 2026-07-03; NO_KNOWN_BOOTH / 展会外处理; 已发送; 2026-07-05",,tortofoodindustries,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0,Trans World Confectionery Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,巧克力/糖果/甜品制造,"Candy/confectionery can fit PET jars, display boxes, festival packs.",,,,,,No,No,No,,,Pending review,Not contacted,Not started,,先电话/WhatsApp确认负责人和地址；如果在同一区域，带 T/J/F/E 或排气阀样品上门。,,Category direct match; packaging photos needed. / Risk: Need official contact and SKU check; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,transworldconfectionery,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0/T1,TSC Chocolate Manufacturing Sdn. Bhd.,160 T0/T1整合池; 233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery; 2026-07-12 offsite visit pool,Yes,KL / Selangor,,"Shah Alam, Selangor",food_sweet_expanded | 巧克力/糖果/甜品制造,"OEM chocolate manufacturing; F/E first; T/J optional; chocolate gift boxes, PET jars, clear retail boxes, inner trays, premium sample packs; T/J系列、PET罐/盒、礼品展示包装；代工厂可问定制包装",+603 7846 0010 / +603 7848 3010; 03-7846 0010,enquiry@tscchocolate.com,https://tscchocolate.com/contact-us/,https://www.google.com/maps/place/TSC+Chocolate+Manufacturing+Sdn.+Bhd./data=!4m7!3m6!1s0x31cc4fe6b89c22c5:0xdc4c32f62564fee1!8m2!3d3.1767511!4d101.5306078!16s%2Fg%2F11cst26qdk!19sChIJxSKcuOZPzDER4f5kJfYyTNw?authuser=0&hl=zh-CN&rclk=1; https://www.google.com/maps/search/?api=1&query=No%2032%20Jalan%20Utarid%20U5/17%2C%20Mah%20Sing%20Industrial%20Park%2C%2040150%20Shah%20Alam%2C%20Selangor%2C%20Malaysia,"Shah Alam Selangor; 巧克力工厂 · · Mah Sing Industrial Park, 32, Jalan Utarid U5/17; No 32 Jalan Utarid U5/17, Mah Sing Industrial Park, 40150 Shah Alam, Selangor, Malaysia",Yes,Yes,Yes,,,Google Maps screened,drafted_not_sent | 草稿待发送,drafted_not_sent,,Review/send Gmail draft r7526332751275902614; then follow up by WhatsApp/phone where available | Review/send Gmail draft r7526332751275902614; then follow up by WhatsApp/phone where available | Kevin review/send; then phone/WhatsApp follow-up,,"OEM factory; unsure whether they can use HUASUE packaging.; Third batch food/sweet focus. Category: chocolate OEM. Angle: chocolate gift boxes, PET jars, clear retail boxes, inner trays. Website added in signature.; Third batch Gmail draft created, not sent in recorded summary; 4.3(13); chocolate factory Shah Alam Malaysia; confectionery manufacturer Selangor Malaysia; confectionery manufacturer Shah Alam Malaysia; 已在总表/前批地图; TSC Chocolate Manufacturing Sdn. Bhd.; 巧克力工厂 ·  · Mah Sing Industrial Park, 32, Jalan Utarid U5/17; 已结束营业 · 开始营业时间：周一08:30 · 03-7846 0010; ; 网站; ; 路线; NO_KNOWN_BOOTH / 展会外处理; 草稿待发送; 2026-07-04",,tscchocolatemanufacturing,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Route now,T0,United Confectionery Sdn Bhd,160 T0/T1整合池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,巧克力/糖果/甜品制造,"Biscuit/cookie tins, tubs, gift packs and clear display packs likely fit PP tamper-evident tubs/boxes and PET boxes.",,,https://www.unitedconfectionery.com/,,,No,No,No,,,Pending review,Not contacted,Not started,,website/contact search; Gmail dedupe before draft,,Direct biscuit/confectionery manufacturer; investigate export and packaging buyer. / Risk: Need official email/contact verification; NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,unitedconfectionery,T0,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T0/T1,United Detergent Industries Sdn Bhd,2026-07-21 field label official history and industry-directory research; 2026-07-21 field photo customer enrichment,Yes,Melaka / Alor Gajah,,Established 1977 detergent manufacturer with two manufacturing plants,Household detergent and private-label manufacturer,PP tubs and tamper-evident pails for dishwash paste; IML; custom molds,+606-556 1316,kuat@udi.com.my,https://www.udi.com.my/,,"Lot 2, Jalan Baru, 78000 Alor Gajah, Melaka, Malaysia",No,Yes,Yes,,,Manufacturer and direct PP tub use reviewed,Not contacted,Not started,,Call UDI or UDI Marketing and ask for packaging procurement sourcing or product development PIC.,Directory email should be reconfirmed by phone before outreach.,Field photo label identifies United Detergent Industries on Labour and Win dishwash-paste PP tubs; official site confirms long manufacturing history and second plant.,assets/field-photos-2026-07-21/udi-labour-win-dishwash-tubs.jpg,uniteddetergentindustries,T0,Malaysia,rigid_food_packaging,High,2026-07-21
